"State_Abb","State","Year","Type","Count","Count_1k"
"WI","Wisconsin",2005,"Pancreas",665,0.11550023586364
"WY","Wyoming",1999,"Breast",340,0.5820392944999
"WY","Wyoming",2005,"Prostate",382,0.653938266173417
"WY","Wyoming",2006,"Prostate",467,0.799448089798392
"WY","Wyoming",2000,"Breast",350,0.599158097279309
"WY","Wyoming",2001,"Breast",300,0.513564083382265
"WY","Wyoming",2002,"Breast",336,0.575191773388136
"WY","Wyoming",2007,"Prostate",480,0.821702533411623
"WY","Wyoming",1999,"Prostate",393,0.672768949230767
"WY","Wyoming",2000,"Prostate",436,0.746379801182225
"WY","Wyoming",2001,"Prostate",430,0.736108519514579
"WY","Wyoming",2002,"Prostate",404,0.691599632288116
"WY","Wyoming",2003,"Prostate",435,0.744667920904284
"WY","Wyoming",2004,"Prostate",411,0.703582794233703
"WY","Wyoming",2009,"Breast",334,0.571768012832255
"WY","Wyoming",2010,"Breast",343,0.587174935333722
"WY","Wyoming",2011,"Breast",379,0.648802625339594
"WY","Wyoming",2008,"Prostate",449,0.768634244795456
"WY","Wyoming",2009,"Prostate",424,0.725837237846934
"WY","Wyoming",2010,"Prostate",400,0.684752111176353
"WY","Wyoming",2011,"Prostate",407,0.696735273121939
"WY","Wyoming",2003,"Breast",342,0.585463055055782
"WY","Wyoming",2004,"Breast",327,0.559784850886668
"WY","Wyoming",2005,"Breast",299,0.511852203104324
"WY","Wyoming",2006,"Breast",325,0.556361090330787
"WY","Wyoming",2007,"Breast",332,0.568344252276373
"WY","Wyoming",2008,"Breast",351,0.60086997755725
"WY","Wyoming",1999,"Pancreas",56,0.0958652955646894
"WY","Wyoming",2000,"Pancreas",40,0.0684752111176353
"WY","Wyoming",2001,"Pancreas",61,0.104424696954394
"WY","Wyoming",2002,"Pancreas",38,0.0650514505617535
"WY","Wyoming",2003,"Pancreas",56,0.0958652955646894
"WY","Wyoming",2004,"Pancreas",47,0.0804583730632215
"WY","Wyoming",2005,"Pancreas",50,0.0855940138970441
"WY","Wyoming",2006,"Pancreas",63,0.107848457510276
"WY","Wyoming",2007,"Pancreas",49,0.0838821336191032
"WY","Wyoming",2008,"Pancreas",59,0.101000936398512
"WY","Wyoming",2009,"Pancreas",59,0.101000936398512
"WY","Wyoming",2010,"Pancreas",42,0.071898971673517
"WY","Wyoming",2011,"Pancreas",57,0.0975771758426303
